agent_id,instrument_id,stimulus_id,iteration,trial_index,stimulus_type,stimulus_description,response_option_index,response_description,response_numeric,response_time,response_validation_time
019,x_bfi2,bfi-2_q_55,2,56,question,has little interest in abstract ideas.,2,disagree,-0.66,2.479,3.062
019,x_bfi2,bfi-2_q_56,2,57,question,shows a lot of enthusiasm.,6,agree,0.66,36.618,37.555
019,x_bfi2,bfi-2_q_57,2,58,question,assumes the best about people.,6,agree,0.66,2.287,4.741
019,x_bfi2,bfi-2_q_58,2,59,question,sometimes behaves irresponsibly.,3,somewhat disagree,-0.33,7.325,8.144
019,x_bfi2,bfi-2_q_59,2,60,question,"is temperamental, gets emotional easily.",5,somewhat agree,0.33,2.27,2.957
019,x_bfi2,bfi-2_q_60,2,61,question,"is original, comes up with new ideas.",5,somewhat agree,0.33,73.183,74.217
030,x_bfi2,bfi-2_m_1,1,1,message,"Here are a number of characteristics that may or may not apply to you.<br />For example, do you agree that you are someone who *likes to spend time with others?*<br /><br />Please indicate the extent to which you agree or disagree with each of the following statements.",NA,NA,NA,5.804,5.804
030,x_bfi2,bfi-2_q_1,1,2,question,"is outgoing, sociable.",5,somewhat agree,0.33,2.363,3.48
030,x_bfi2,bfi-2_q_2,1,3,question,"is compassionate, has a soft heart.",5,somewhat agree,0.33,1.443,2.104
030,x_bfi2,bfi-2_q_3,1,4,question,tends to be disorganized.,1,strongly disagree,-1,1.973,3.145
030,x_bfi2,bfi-2_q_4,1,5,question,"is relaxed, handles stress well.",3,somewhat disagree,-0.33,3.349,4.004
030,x_bfi2,bfi-2_q_5,1,6,question,has few artistic interests.,7,strongly agree,1,2.408,3.318
030,x_bfi2,bfi-2_q_6,1,7,question,has an assertive personality.,6,agree,0.66,1.74,2.348
030,x_bfi2,bfi-2_q_7,1,8,question,"is respectful, treats others with respect.",5,somewhat agree,0.33,2.379,3.083
030,x_bfi2,bfi-2_q_8,1,9,question,tends to be lazy.,5,somewhat agree,0.33,2.61,3.426
030,x_bfi2,bfi-2_q_9,1,10,question,stays optimistic after experiencing a setback.,3,somewhat disagree,-0.33,3.004,3.612
030,x_bfi2,bfi-2_q_10,1,11,question,is curious about many different things.,6,agree,0.66,1.804,3.051
030,x_bfi2,bfi-2_q_11,1,12,question,rarely feels excited or eager.,3,somewhat disagree,-0.33,1.812,2.5
030,x_bfi2,bfi-2_q_12,1,13,question,tends to find fault with others.,5,somewhat agree,0.33,1.355,2.026
030,x_bfi2,bfi-2_q_13,1,14,question,"is dependable, steady.",6,agree,0.66,1.384,1.979
030,x_bfi2,bfi-2_q_14,1,15,question,"is moody, has up and down mood swings.",4,neither agree nor disagree,0,3.421,4.046
030,x_bfi2,bfi-2_q_15,1,16,question,"is inventive, finds clever ways to do things.",6,agree,0.66,1.642,2.57
030,x_bfi2,bfi-2_q_16,1,17,question,tends to be quiet.,5,somewhat agree,0.33,1.406,2.963
030,x_bfi2,bfi-2_q_17,1,18,question,feels little sympathy for others.,7,strongly agree,1,1.569,2.326
030,x_bfi2,bfi-2_q_18,1,19,question,"is systematic, likes to keep things in order.",6,agree,0.66,2.095,2.739
030,x_bfi2,bfi-2_q_19,1,20,question,can be tense.,5,somewhat agree,0.33,1.223,1.865
030,x_bfi2,bfi-2_q_20,1,21,question,"is fascinated by art, music, or literature.",1,strongly disagree,-1,1.367,2.359
030,x_bfi2,bfi-2_q_21,1,22,question,"is dominant, acts as a leader.",6,agree,0.66,1.591,2.199
030,x_bfi2,bfi-2_q_22,1,23,question,starts arguments with others.,5,somewhat agree,0.33,1.329,2.085
030,x_bfi2,bfi-2_q_23,1,24,question,has difficulty getting started on tasks.,2,disagree,-0.66,1.576,2.199
030,x_bfi2,bfi-2_q_24,1,25,question,"feels secure, comfortable with self.",5,somewhat agree,0.33,1.269,1.844
030,x_bfi2,bfi-2_q_25,1,26,question,"avoids intellectual, philosophical discussions.",1,strongly disagree,-1,2.141,2.988
030,x_bfi2,bfi-2_q_26,1,27,question,is less active than other people.,3,somewhat disagree,-0.33,2.75,3.438
030,x_bfi2,bfi-2_q_27,1,28,question,has a forgiving nature.,3,somewhat disagree,-0.33,2.403,3.01
030,x_bfi2,bfi-2_q_28,1,29,question,can be somewhat careless.,4,neither agree nor disagree,0,3.254,3.834
030,x_bfi2,bfi-2_q_29,1,30,question,"is emotionally stable, not easily upset.",5,somewhat agree,0.33,3.109,3.893
030,x_bfi2,bfi-2_q_30,1,31,question,has little creativity.,5,somewhat agree,0.33,2.181,2.933
030,x_bfi2,bfi-2_q_31,1,32,question,"is sometimes shy, introverted.",6,agree,0.66,1.66,2.235
030,x_bfi2,bfi-2_q_32,1,33,question,is helpful and unselfish with others.,5,somewhat agree,0.33,2.318,3.022
030,x_bfi2,bfi-2_q_33,1,34,question,keeps things neat and tidy.,5,somewhat agree,0.33,1.658,2.365
030,x_bfi2,bfi-2_q_34,1,35,question,worries a lot.,5,somewhat agree,0.33,1.097,1.721
030,x_bfi2,bfi-2_q_35,1,36,question,values art and beauty.,2,disagree,-0.66,1.726,2.519
030,x_bfi2,bfi-2_q_36,1,37,question,finds it hard to influence people.,3,somewhat disagree,-0.33,1.93,2.618
030,x_bfi2,bfi-2_q_37,1,38,question,is sometimes rude to others.,5,somewhat agree,0.33,1.36,2.228
030,x_bfi2,bfi-2_q_38,1,39,question,"is efficient, gets things done.",7,strongly agree,1,2.154,2.767
030,x_bfi2,bfi-2_q_39,1,40,question,often feels sad.,3,somewhat disagree,-0.33,1.937,2.549
030,x_bfi2,bfi-2_q_40,1,41,question,"is complex, a deep thinker.",5,somewhat agree,0.33,1.249,2.209
030,x_bfi2,bfi-2_q_41,1,42,question,is full of energy.,5,somewhat agree,0.33,1.181,1.885
030,x_bfi2,bfi-2_q_42,1,43,question,is suspicious of others' intentions.,5,somewhat agree,0.33,4.203,4.783
030,x_bfi2,bfi-2_q_43,1,44,question,"is reliable, can always be counted on.",6,agree,0.66,2.007,2.651
030,x_bfi2,bfi-2_q_44,1,45,question,keeps their emotions under control.,3,somewhat disagree,-0.33,2.002,2.658
030,x_bfi2,bfi-2_q_45,1,46,question,has difficulty imagining things.,1,strongly disagree,-1,2.074,2.73
030,x_bfi2,bfi-2_q_46,1,47,question,is talkative.,5,somewhat agree,0.33,1.258,1.954
030,x_bfi2,bfi-2_q_47,1,48,question,can be cold and uncaring.,6,agree,0.66,2.214,3.111
030,x_bfi2,bfi-2_q_48,1,49,question,"leaves a mess, doesn't clean up.",2,disagree,-0.66,1.725,2.366
030,x_bfi2,bfi-2_q_49,1,50,question,rarely feels anxious or afraid.,4,neither agree nor disagree,0,3.435,4.075
030,x_bfi2,bfi-2_q_50,1,51,question,thinks poetry and plays are boring.,6,agree,0.66,2.245,2.95
030,x_bfi2,bfi-2_q_51,1,52,question,prefers to have others take charge.,2,disagree,-0.66,1.681,2.289
030,x_bfi2,bfi-2_q_52,1,53,question,"is polite, courteous to others.",5,somewhat agree,0.33,1.258,2.042
030,x_bfi2,bfi-2_q_53,1,54,question,"is persistent, works until the task is finished.",7,strongly agree,1,2.708,3.332
030,x_bfi2,bfi-2_q_54,1,55,question,"tends to feel depressed, blue.",2,disagree,-0.66,1.385,2.124
030,x_bfi2,bfi-2_q_55,1,56,question,has little interest in abstract ideas.,3,somewhat disagree,-0.33,2.153,2.893
030,x_bfi2,bfi-2_q_56,1,57,question,shows a lot of enthusiasm.,5,somewhat agree,0.33,1.783,2.424
030,x_bfi2,bfi-2_q_57,1,58,question,assumes the best about people.,5,somewhat agree,0.33,1.582,2.366
030,x_bfi2,bfi-2_q_58,1,59,question,sometimes behaves irresponsibly.,5,somewhat agree,0.33,2.093,2.733
030,x_bfi2,bfi-2_q_59,1,60,question,"is temperamental, gets emotional easily.",4,neither agree nor disagree,0,3.451,4.063
030,x_bfi2,bfi-2_q_60,1,61,question,"is original, comes up with new ideas.",5,somewhat agree,0.33,1.409,2.064
